Clean_Alternative_Fuel_Vehicle_Type,VIN_(1-10),DOL_Vehicle_ID,Model_Year,Make,Model,Primary_Use,Electric_Range,Odometer_Reading,Odometer_Reading_Description,New_or_Used_Vehicle,Sale_Price,Sale_Date,Transaction_Type,Transaction_Date,Year,County,City,State,Postal_Code,Electric_Utility
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PK9G,245484585,2016,VOLVO,XC90,Passenger,13,3498,Actual Mileage,Used,69841,2016-12-21,Transfer Title,2017-01-09,2017,Pierce,PUYALLUP,WA,98374,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PKXG,124932398,2016,VOLVO,XC90,Passenger,13,19791,Actual Mileage,Used,56999,2018-05-20,Original Title,2018-05-29,2018,King,BOTHELL,WA,98011,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL0G,192733775,2016,VOLVO,XC90,Passenger,13,455,Actual Mileage,New,71600,2018-04-22,Original Title,2018-06-07,2018,King,MAPLE VALLEY,WA,98038,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL0H,258270274,2017,VOLVO,XC90,Passenger,14,16,Actual Mileage,New,65900,2017-01-10,Original Title,2017-01-25,2017,Island,CLINTON,WA,98236,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL1G,478465795,2016,VOLVO,XC90,Passenger,13,29297,Actual Mileage,Used,42000,2019-08-03,Original Title,2019-08-09,2019,Clark,LA CENTER,WA,98629,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL1H,349970883,2017,VOLVO,XC90,Passenger,14,920,Actual Mileage,New,75560,2016-11-29,Original Title,2016-12-14,2016,King,FEDERAL WAY,WA,98003,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL2G,112469437,2016,VOLVO,XC90,Passenger,13,8635,Actual Mileage,Used,67828,2017-03-04,Transfer Title,2017-03-15,2017,Snohomish,LYNNWOOD,WA,98037,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL2H,120161933,2017,VOLVO,XC90,Passenger,14,63,Actual Mileage,Used,82765,2017-02-07,Original Title,2017-02-14,2017,Clark,VANCOUVER,WA,98685,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL3G,129813379,2016,VOLVO,XC90,Passenger,13,9858,Actual Mileage,Used,67000,2018-02-25,Transfer Title,2018-03-16,2018,Snohomish,EDMONDS,WA,98026,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL3H,247590598,2017,VOLVO,XC90,Passenger,14,0,No Odometer Code on File,New,74519,2017-02-12,Original Title,2017-02-14,2017,King,SEATTLE,WA,98118,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL4G,245213293,2016,VOLVO,XC90,Passenger,13,7595,Actual Mileage,Used,57500,2017-01-06,Original Title,2017-02-04,2017,King,TUKWILA,WA,98178,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL4H,145313381,2017,VOLVO,XC90,Passenger,14,39,Actual Mileage,New,82905,2016-12-24,Original Title,2017-01-18,2017,Pierce,UNIVERSITY PLACE,WA,98467,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL5G,7219782,2016,VOLVO,XC90,Passenger,13,17360,Actual Mileage,Used,55245,2018-02-26,Transfer Title,2018-04-09,2018,King,NORTH BEND,WA,98045,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL5H,152905119,2017,VOLVO,XC90,Passenger,14,3,Actual Mileage,New,79155,2016-12-18,Original Title,2017-01-11,2017,Jefferson,PORT TOWNSEND,WA,98368,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL6G,240149535,2016,VOLVO,XC90,Passenger,13,40484,Actual Mileage,Used,42682,2019-12-15,Transfer Title,2020-01-24,2020,King,BELLEVUE,WA,98006,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL6H,349276833,2017,VOLVO,XC90,Passenger,14,14,Actual Mileage,New,65900,2017-06-26,Original Title,2017-07-18,2017,King,REDMOND,WA,98053,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL7G,172087499,2016,VOLVO,XC90,Passenger,13,13421,Actual Mileage,Used,61988,2017-06-08,Transfer Title,2017-06-22,2017,King,SEATTLE,WA,98108,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL7H,4266125,2017,VOLVO,XC90,Passenger,14,14,Actual Mileage,New,78895,2016-12-24,Original Title,2017-01-09,2017,King,BOTHELL,WA,98011,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL8G,167006990,2016,VOLVO,XC90,Passenger,13,60605,Actual Mileage,Used,39200,2022-08-14,Transfer Title,2022-08-25,2022,King,SEATTLE,WA,98178,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL8H,196494560,2017,VOLVO,XC90,Passenger,14,46,Actual Mileage,New,76313,2017-01-27,Original Title,2017-02-16,2017,King,SEATTLE,WA,98119,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL9G,103399586,2016,VOLVO,XC90,Passenger,13,8744,Actual Mileage,Used,56500,2017-06-02,Original Title,2017-06-16,2017,King,SEATTLE,WA,98146,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PL9H,238451391,2017,VOLVO,XC90,Passenger,14,17,Actual Mileage,New,72683,2017-01-07,Original Title,2017-02-15,2017,Snohomish,BOTHELL,WA,98012,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PLXG,211558420,2016,VOLVO,XC90,Passenger,13,22386,Actual Mileage,Used,58500,2017-11-27,Transfer Title,2017-12-22,2017,King,FALL CITY,WA,98024,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PLXH,177840764,2017,VOLVO,XC90,Passenger,14,10,Actual Mileage,Used,73610,2016-10-31,Original Title,2016-12-27,2016,King,SEATTLE,WA,98168,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM0G,212112883,2016,VOLVO,XC90,Passenger,13,38654,Actual Mileage,Used,43491,2021-05-15,Transfer Title,2021-05-25,2021,King,SEATTLE,WA,98125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM0H,187411808,2017,VOLVO,XC90,Passenger,14,1751,Actual Mileage,Used,66000,2017-04-27,Original Title,2017-05-23,2017,King,RENTON,WA,98056,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM1H,347944243,2017,VOLVO,XC90,Passenger,14,16,Actual Mileage,New,80675,2016-11-28,Original Title,2016-12-16,2016,King,KIRKLAND,WA,98033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM2G,157140420,2016,VOLVO,XC90,Passenger,13,28425,Actual Mileage,Used,58000,2018-05-22,Transfer Title,2018-07-16,2018,King,RENTON,WA,98056,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM2H,175387446,2017,VOLVO,XC90,Passenger,14,16,Actual Mileage,New,76605,2017-04-12,Original Title,2017-05-18,2017,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM3G,176541193,2016,VOLVO,XC90,Passenger,13,47760,Actual Mileage,Used,14000,2022-11-04,Transfer Title,2022-11-08,2022,King,VASHON,WA,98070,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM3H,237983952,2017,VOLVO,XC90,Passenger,14,856,Actual Mileage,New,74458,2017-07-08,Original Title,2017-07-27,2017,King,BELLEVUE,WA,98004,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM4G,277504797,2016,VOLVO,XC90,Passenger,13,37598,Actual Mileage,Used,45500,2019-09-01,Original Title,2019-10-02,2019,King,AUBURN,WA,98001,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM4H,326833321,2017,VOLVO,XC90,Passenger,14,28209,Actual Mileage,Used,56198,2019-11-02,Original Title,2019-11-12,2019,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM5H,321385214,2017,VOLVO,XC90,Passenger,14,10,Actual Mileage,New,78920,2017-04-07,Original Title,2017-05-11,2017,King,REDMOND,WA,98052,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM6G,174867185,2016,VOLVO,XC90,Passenger,13,30544,Actual Mileage,Used,51330,2018-12-13,Transfer Title,2019-01-09,2019,King,CARNATION,WA,98014,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM6H,144743875,2017,VOLVO,XC90,Passenger,14,27256,Actual Mileage,Used,49998,2021-02-09,Original Title,2021-02-19,2021,Snohomish,MUKILTEO,WA,98275,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM7G,437034,2016,VOLVO,XC90,Passenger,13,23783,Actual Mileage,Used,35567,2019-09-04,Transfer Title,2020-01-08,2020,King,MERCER ISLAND,WA,98040,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM7H,263799035,2017,VOLVO,XC90,Passenger,14,31700,Actual Mileage,Used,40501,2019-12-14,Transfer Title,2019-12-16,2019,King,SAMMAMISH,WA,98074,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM8G,105471096,2016,VOLVO,XC90,Passenger,13,28753,Actual Mileage,Used,36735,2019-10-03,Transfer Title,2019-10-03,2019,King,SEATTLE,WA,98103,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM8H,349398682,2017,VOLVO,XC90,Passenger,14,22,Actual Mileage,New,67800,2016-12-30,Original Title,2017-01-17,2017,King,KIRKLAND,WA,98033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PM9H,205652044,2017,VOLVO,XC90,Passenger,14,28,Actual Mileage,New,67800,2016-12-29,Original Title,2017-01-17,2017,King,BELLEVUE,WA,98006,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PMXG,226498268,2016,VOLVO,XC90,Passenger,13,40681,Actual Mileage,Used,46993,2019-03-03,Transfer Title,2019-04-01,2019,Pierce,PUYALLUP,WA,98374,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0PMXH,242679111,2017,VOLVO,XC90,Passenger,14,9,Actual Mileage,New,75000,2017-05-29,Original Title,2017-06-12,2017,Snohomish,EDMONDS,WA,98026,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0ZX1H,476221469,2017,VOLVO,XC90,Passenger,14,26099,Actual Mileage,Used,53000,2019-06-06,Original Title,2019-06-20,2019,Spokane,SPOKANE,WA,99224,MODERN ELECTRIC WATER COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0ZX3H,209010959,2017,VOLVO,XC90,Passenger,14,77,Actual Mileage,New,74385,2017-08-16,Original Title,2017-09-01,2017,King,MERCER ISLAND,WA,98040,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0ZX4H,347967609,2017,VOLVO,XC90,Passenger,14,56,Actual Mileage,New,72995,2017-07-31,Original Title,2017-09-19,2017,Benton,KENNEWICK,WA,99338,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0ZX6H,207112496,2017,VOLVO,XC90,Passenger,14,25457,Actual Mileage,Used,59995,2022-05-14,Original Title,2022-05-26,2022,Clark,CAMAS,WA,98607,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0ZX8H,229801148,2017,VOLVO,XC90,Passenger,14,147,Actual Mileage,New,74850,2018-03-31,Original Title,2018-04-13,2018,Pierce,FOX ISLAND,WA,98333,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BC0ZXXH,314697218,2017,VOLVO,XC90,Passenger,14,36,Actual Mileage,New,86020,2017-09-12,Original Title,2017-10-04,2017,Whatcom,BELLINGHAM,WA,98225,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP0L,104811647,2020,VOLVO,XC60,Passenger,19,150,Actual Mileage,New,68562,2020-02-29,Original Title,2020-03-20,2020,Clark,RIDGEFIELD,WA,98642,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP0M,152259348,2021,VOLVO,XC60,Passenger,18,8,Actual Mileage,New,64939,2021-04-24,Original Title,2021-05-11,2021,King,MERCER ISLAND,WA,98040,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP1L,100710354,2020,VOLVO,XC60,Passenger,19,30,Actual Mileage,New,70340,2020-01-18,Original Title,2020-02-20,2020,King,SEATTLE,WA,98144,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP1M,127359039,2021,VOLVO,XC60,Passenger,18,5,Actual Mileage,New,60941,2020-10-07,Original Title,2020-10-23,2020,Snohomish,EVERETT,WA,98203,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP2L,10042056,2020,VOLVO,XC60,Passenger,19,8,Actual Mileage,New,71140,2020-01-24,Original Title,2020-02-20,2020,Kitsap,BAINBRIDGE ISLAND,WA,98110,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP2M,132765041,2021,VOLVO,XC60,Passenger,18,11,Actual Mileage,New,69950,2020-10-30,Original Title,2020-11-06,2020,King,SHORELINE,WA,98177,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP3L,116938307,2020,VOLVO,XC60,Passenger,19,4554,Actual Mileage,New,67860,2020-06-15,Original Title,2020-07-21,2020,San Juan,OLGA,WA,98279,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP4M,172708399,2021,VOLVO,XC60,Passenger,18,10,Actual Mileage,New,76200,2021-06-04,Original Title,2021-08-10,2021,Thurston,LACEY,WA,98516,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP5L,102503229,2020,VOLVO,XC60,Passenger,19,21,Actual Mileage,New,69500,2020-02-27,Original Title,2020-03-27,2020,King,BELLEVUE,WA,98007,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP6L,102184785,2020,VOLVO,XC60,Passenger,19,136,Actual Mileage,New,69056,2020-02-27,Original Title,2020-03-13,2020,Kitsap,INDIANOLA,WA,98342,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP6N,187531382,2022,VOLVO,XC60,Passenger,18,10,Actual Mileage,New,65126,2021-10-29,Original Title,2021-12-10,2021,Stevens,COLVILLE,WA,99114,AVISTA CORP
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP7L,283525301,2020,VOLVO,XC60,Passenger,19,58,Actual Mileage,New,65126,2019-10-07,Original Title,2019-10-21,2019,Snohomish,EVERETT,WA,98203,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP8L,8722059,2020,VOLVO,XC60,Passenger,19,96,Actual Mileage,New,63200,2020-01-21,Original Title,2020-02-07,2020,King,KENMORE,WA,98028,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP8M,151604645,2021,VOLVO,XC60,Passenger,18,9,Actual Mileage,New,64502,2021-03-24,Original Title,2021-04-15,2021,Whatcom,MAPLE FALLS,WA,98266,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BK0DP9M,141923785,2021,VOLVO,XC60,Passenger,18,40,Actual Mileage,New,73795,2021-02-21,Original Title,2021-03-05,2021,King,KIRKLAND,WA,98033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K0L,100667815,2020,VOLVO,XC90,Passenger,18,62,Actual Mileage,New,72030,2020-02-16,Original Title,2020-03-13,2020,King,SEATTLE,WA,98117,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K0M,148761861,2021,VOLVO,XC90,Passenger,18,17,Actual Mileage,New,63950,2021-04-04,Original Title,2021-04-21,2021,King,KENT,WA,98031,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K1L,105043753,2020,VOLVO,XC90,Passenger,18,28,Actual Mileage,New,67500,2020-04-17,Original Title,2020-04-30,2020,Pierce,GIG HARBOR,WA,98335,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K1M,144635599,2021,VOLVO,XC90,Passenger,18,2616,Actual Mileage,New,59660,2021-02-08,Original Title,2021-02-25,2021,King,SEATTLE,WA,98117,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K2M,131487583,2021,VOLVO,XC90,Passenger,18,24,Actual Mileage,New,59353,2020-10-22,Original Title,2020-11-10,2020,Snohomish,EDMONDS,WA,98026,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K2N,179876140,2022,VOLVO,XC90,Passenger,18,25472,Actual Mileage,Used,59500,2023-05-12,Transfer Title,2023-05-24,2023,King,SEATTLE,WA,98115,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K3L,112975369,2020,VOLVO,XC90,Passenger,18,122,Actual Mileage,New,67500,2020-06-29,Original Title,2020-07-28,2020,King,SEATTLE,WA,98116,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K3M,133635218,2021,VOLVO,XC90,Passenger,18,4,Actual Mileage,New,62891,2020-11-29,Original Title,2020-12-21,2020,King,SEATTLE,WA,98125,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K4L,260064717,2020,VOLVO,XC90,Passenger,18,35434,Actual Mileage,Used,47000,2023-12-03,Original Title,2023-12-13,2023,Whatcom,FERNDALE,WA,98248,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K4M,132127418,2021,VOLVO,XC90,Passenger,18,13,Actual Mileage,New,63950,2020-10-30,Original Title,2020-11-16,2020,King,BURIEN,WA,98146,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K5L,107697397,2020,VOLVO,XC90,Passenger,18,49,Actual Mileage,New,66456,2020-06-08,Original Title,2020-07-06,2020,Whatcom,BELLINGHAM,WA,98229,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K5M,142171935,2021,VOLVO,XC90,Passenger,18,8,Actual Mileage,New,63950,2021-02-08,Original Title,2021-02-18,2021,King,SEATTLE,WA,98105,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K7M,141348168,2021,VOLVO,XC90,Passenger,18,57,Actual Mileage,New,61500,2021-01-14,Original Title,2021-01-27,2021,King,KIRKLAND,WA,98033,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K8L,478549984,2020,VOLVO,XC90,Passenger,18,15,Actual Mileage,New,61425,2019-12-02,Original Title,2019-12-03,2019,Snohomish,BOTHELL,WA,98012,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K8M,132639321,2021,VOLVO,XC90,Passenger,18,10,Actual Mileage,New,64000,2020-11-10,Original Title,2020-12-03,2020,Pierce,TACOMA,WA,98422,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00K9M,151837633,2021,VOLVO,XC90,Passenger,18,120,Actual Mileage,New,63020,2021-03-26,Original Title,2021-05-07,2021,King,BEAUX ARTS,WA,98004,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00KXM,157471450,2021,VOLVO,XC90,Passenger,18,101,Actual Mileage,New,66198,2021-06-05,Original Title,2021-07-01,2021,King,KENMORE,WA,98028,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00KXN,177945386,2022,VOLVO,XC90,Passenger,18,5,Actual Mileage,New,68800,2021-08-31,Original Title,2021-09-13,2021,King,SEATTLE,WA,98119,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L0L,103584001,2020,VOLVO,XC90,Passenger,18,12,Actual Mileage,New,67500,2020-03-15,Original Title,2020-04-06,2020,King,NORTH BEND,WA,98045,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L0M,146868606,2021,VOLVO,XC90,Passenger,18,37,Actual Mileage,New,70250,2021-03-13,Original Title,2021-03-31,2021,King,FEDERAL WAY,WA,98023,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L0N,194297813,2022,VOLVO,XC90,Passenger,18,15,Actual Mileage,New,77715,2022-02-27,Original Title,2022-03-11,2022,Snohomish,MUKILTEO,WA,98275,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L1L,4752590,2020,VOLVO,XC90,Passenger,18,7,Actual Mileage,New,83855,2019-12-23,Original Title,2020-01-16,2020,King,MERCER ISLAND,WA,98040,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L1M,128577011,2021,VOLVO,XC90,Passenger,18,12,Actual Mileage,New,75176,2020-10-18,Original Title,2020-10-23,2020,Kitsap,PORT ORCHARD,WA,98366,PUGET SOUND ENERGY INC
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L1N,183051361,2022,VOLVO,XC90,Passenger,18,4,Actual Mileage,New,76700,2021-12-11,Original Title,2022-01-13,2022,Grant,EPHRATA,WA,98823,PUD NO 2 OF GRANT COUNTY
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L2L,100478227,2020,VOLVO,XC90,Passenger,18,9,Actual Mileage,New,75855,2020-02-04,Original Title,2020-03-03,2020,King,SEATTLE,WA,98105,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L2M,214816976,2021,VOLVO,XC90,Passenger,18,67393,Actual Mileage,Used,67393,2022-07-31,Original Title,2022-08-13,2022,King,MERCER ISLAND,WA,98040,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L2N,179665867,2022,VOLVO,XC90,Passenger,18,48,Actual Mileage,New,83795,2021-09-20,Original Title,2021-10-14,2021,King,REDMOND,WA,98053,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L3L,251296419,2020,VOLVO,XC90,Passenger,18,22029,Actual Mileage,Used,55555,2023-07-30,Original Title,2023-08-29,2023,King,BELLEVUE,WA,98006,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L3M,144773534,2021,VOLVO,XC90,Passenger,18,18,Actual Mileage,New,70000,2021-01-29,Original Title,2021-02-08,2021,King,SEATTLE,WA,98103,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L4L,103382541,2020,VOLVO,XC90,Passenger,18,28,Actual Mileage,New,80697,2020-03-21,Original Title,2020-05-07,2020,King,SAMMAMISH,WA,98074,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Plug-in Hybrid Electric Vehicle (PHEV),YV4BR00L4M,141844944,2021,VOLVO,XC90,Passenger,18,21,Actual Mileage,New,70250,2021-01-09,Original Title,2021-01-28,2021,Clark,VANCOUVER,WA,98686,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
